Fps,Vertices,Metallic,Smoothness,ShallowWaterDepth,DeepWaterDepth,RefractionScale,RefractionSpeed,RefractionStrength,FoamScale,FoamAmount,FoamCutoff,FoamSpeed,NormalWaveBias,BigNormalWaveTiling,SmallNormalWaveTiling,WaveBias,BigWaveMovementScale,SmallWaveMovementScale,WaveSpeed,WaveStrength,WaveColourSharpness,WaveFoamCutoff
99,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,200,1,0.7
97,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,190,1,0.7
97,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,180,1,0.7
102,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,170,1,0.7
103,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,160,1,0.7
97,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,150,1,0.7
99,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,140,1,0.7
98,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,130,1,0.7
102,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,120,1,0.7
103,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,110,1,0.7
102,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,100,1,0.7
100,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,90,1,0.7
101,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,80,1,0.7
82,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,70,1,0.7
99,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,60,1,0.7
94,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,50,1,0.7
89,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,40,1,0.7
77,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,30,1,0.7
67,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,10,2,0.1,20,1,0.7
67,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,200,1,0.7
103,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,190,1,0.7
99,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,180,1,0.7
100,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,170,1,0.7
99,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,160,1,0.7
100,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,150,1,0.7
99,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,140,1,0.7
100,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,130,1,0.7
102,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,120,1,0.7
99,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,110,1,0.7
98,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,100,1,0.7
98,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,90,1,0.7
90,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,80,1,0.7
86,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,70,1,0.7
80,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,20,2,0.1,60,1,0.7
